"Timestamp,Voltage (V)"
"2026-05-29 21:57:36.329,0.0"
"2026-05-29 21:57:36.530,3.73"
"2026-05-29 21:57:36.731,3.07"
"2026-05-29 21:57:36.931,3.74"
"2026-05-29 21:57:37.131,2.54"
"2026-05-29 21:57:37.332,3.57"
"2026-05-29 21:57:37.532,2.74"
"2026-05-29 21:57:37.733,3.36"
"2026-05-29 21:57:37.933,2.68"
"2026-05-29 21:57:38.133,5.08"
"2026-05-29 21:57:38.334,5.58"
"2026-05-29 21:57:38.534,7.2"
"2026-05-29 21:57:38.735,6.05"
"2026-05-29 21:57:38.935,5.55"
"2026-05-29 21:57:39.136,4.25"
"2026-05-29 21:57:39.337,3.23"
"2026-05-29 21:57:39.536,3.46"
"2026-05-29 21:57:39.737,0.0"
"2026-05-29 21:57:39.938,4.77"
"2026-05-29 21:57:40.138,7.28"
"2026-05-29 21:57:40.339,4.27"
"2026-05-29 21:57:40.539,3.17"
"2026-05-29 21:57:40.739,3.19"
"2026-05-29 21:57:40.940,2.88"
"2026-05-29 21:57:41.140,2.92"
"2026-05-29 21:57:41.340,2.71"
"2026-05-29 21:57:41.541,1.58"
"2026-05-29 21:57:41.742,2.73"
"2026-05-29 21:57:41.942,3.17"
"2026-05-29 21:57:42.142,6.71"
"2026-05-29 21:57:42.343,0.0"
"2026-05-29 21:57:42.543,7.2"
"2026-05-29 21:57:42.744,7.88"
"2026-05-29 21:57:42.944,3.45"
"2026-05-29 21:57:43.145,0.0"
"2026-05-29 21:57:43.345,0.0"
"2026-05-29 21:57:43.545,6.2"
"2026-05-29 21:57:43.746,4.03"
"2026-05-29 21:57:43.946,0.67"
"2026-05-29 21:57:44.147,8.46"
"2026-05-29 21:57:44.347,4.0"
"2026-05-29 21:57:44.548,4.94"
"2026-05-29 21:57:44.748,6.99"
"2026-05-29 21:57:44.948,9.82"
"2026-05-29 21:57:45.149,7.01"
"2026-05-29 21:57:45.349,2.18"
"2026-05-29 21:57:45.550,2.75"
"2026-05-29 21:57:45.751,2.0"
"2026-05-29 21:57:45.951,2.36"
"2026-05-29 21:57:46.151,2.71"
"2026-05-29 21:57:46.352,2.97"
"2026-05-29 21:57:46.552,3.26"
"2026-05-29 21:57:46.752,3.2"
"2026-05-29 21:57:46.953,2.03"
"2026-05-29 21:57:47.153,8.04"
"2026-05-29 21:57:47.354,8.06"
"2026-05-29 21:57:47.554,7.96"
"2026-05-29 21:57:47.755,7.21"
"2026-05-29 21:57:47.955,4.8"
"2026-05-29 21:57:48.156,7.6"
"2026-05-29 21:57:48.356,7.47"
"2026-05-29 21:57:48.557,6.34"
"2026-05-29 21:57:48.757,5.64"
"2026-05-29 21:57:48.958,6.58"
"2026-05-29 21:57:49.158,4.31"
"2026-05-29 21:57:49.359,5.56"
"2026-05-29 21:57:49.559,5.28"
"2026-05-29 21:57:49.759,3.93"
"2026-05-29 21:57:49.960,3.59"
"2026-05-29 21:57:50.160,2.74"
"2026-05-29 21:57:50.361,0.53"
"2026-05-29 21:57:50.561,0.58"
"2026-05-29 21:57:50.761,1.02"
"2026-05-29 21:57:50.962,1.17"
"2026-05-29 21:57:51.162,0.0"
"2026-05-29 21:57:51.363,6.09"
"2026-05-29 21:57:51.563,7.09"
"2026-05-29 21:57:51.764,6.66"
"2026-05-29 21:57:51.964,7.09"
"2026-05-29 21:57:52.165,6.55"
"2026-05-29 21:57:52.365,3.1"
"2026-05-29 21:57:52.565,5.87"
"2026-05-29 21:57:52.766,5.85"
"2026-05-29 21:57:52.966,6.38"
"2026-05-29 21:57:53.167,5.63"
"2026-05-29 21:57:53.367,4.58"
"2026-05-29 21:57:53.568,3.74"
"2026-05-29 21:57:53.768,5.96"
"2026-05-29 21:57:53.969,6.45"
"2026-05-29 21:57:54.169,2.91"
"2026-05-29 21:57:54.369,5.43"
"2026-05-29 21:57:54.570,6.21"
"2026-05-29 21:57:54.770,6.25"
"2026-05-29 21:57:54.971,6.12"
"2026-05-29 21:57:55.171,6.04"
"2026-05-29 21:57:55.372,6.08"
"2026-05-29 21:57:55.572,5.93"
"2026-05-29 21:57:55.773,5.95"
"2026-05-29 21:57:55.973,5.83"
"2026-05-29 21:57:56.174,5.76"
"2026-05-29 21:57:56.374,5.79"
"2026-05-29 21:57:56.574,5.77"
"2026-05-29 21:57:56.775,5.81"
"2026-05-29 21:57:56.975,5.76"
"2026-05-29 21:57:57.176,5.83"
"2026-05-29 21:57:57.376,5.8"
"2026-05-29 21:57:57.577,5.49"
"2026-05-29 21:57:57.777,5.97"
"2026-05-29 21:57:57.977,5.87"
"2026-05-29 21:57:58.178,5.77"
"2026-05-29 21:57:58.378,5.91"
"2026-05-29 21:57:58.579,5.9"
"2026-05-29 21:57:58.779,5.85"
"2026-05-29 21:57:58.979,5.94"
"2026-05-29 21:57:59.180,5.88"
"2026-05-29 21:57:59.380,5.96"
"2026-05-29 21:57:59.581,5.9"
"2026-05-29 21:57:59.781,5.95"
"2026-05-29 21:57:59.982,5.75"
"2026-05-29 21:58:00.182,5.7"
"2026-05-29 21:58:00.383,5.67"
"2026-05-29 21:58:00.583,5.64"
"2026-05-29 21:58:00.784,5.56"
"2026-05-29 21:58:00.984,5.45"
"2026-05-29 21:58:01.184,5.28"
"2026-05-29 21:58:01.385,4.96"
"2026-05-29 21:58:01.586,5.11"
"2026-05-29 21:58:01.786,3.7"
"2026-05-29 21:58:01.987,3.49"
"2026-05-29 21:58:02.187,4.85"
"2026-05-29 21:58:02.388,4.7"
"2026-05-29 21:58:02.588,2.36"
"2026-05-29 21:58:02.788,5.24"
"2026-05-29 21:58:02.989,4.4"
"2026-05-29 21:58:03.189,7.03"
"2026-05-29 21:58:03.390,2.68"
"2026-05-29 21:58:03.591,1.93"
"2026-05-29 21:58:03.790,2.68"
"2026-05-29 21:58:03.991,5.84"
"2026-05-29 21:58:04.191,5.57"
"2026-05-29 21:58:04.392,4.37"
"2026-05-29 21:58:04.596,1.55"
"2026-05-29 21:58:04.792,3.07"
"2026-05-29 21:58:04.993,2.95"
"2026-05-29 21:58:05.193,4.75"
"2026-05-29 21:58:05.394,2.68"
"2026-05-29 21:58:05.594,2.33"
"2026-05-29 21:58:05.795,2.35"
"2026-05-29 21:58:05.995,5.63"
"2026-05-29 21:58:06.196,6.62"
"2026-05-29 21:58:06.396,3.84"
"2026-05-29 21:58:06.597,2.62"
"2026-05-29 21:58:06.797,2.53"
"2026-05-29 21:58:06.998,4.48"
"2026-05-29 21:58:07.198,8.0"
"2026-05-29 21:58:07.398,9.08"
"2026-05-29 21:58:07.599,3.47"
"2026-05-29 21:58:07.799,3.14"
"2026-05-29 21:58:08.000,2.82"
"2026-05-29 21:58:08.200,2.49"
"2026-05-29 21:58:08.400,1.39"
"2026-05-29 21:58:08.601,5.52"
"2026-05-29 21:58:08.801,8.04"
"2026-05-29 21:58:09.002,8.8"
"2026-05-29 21:58:09.203,3.89"
"2026-05-29 21:58:09.403,2.81"
"2026-05-29 21:58:09.603,2.34"
"2026-05-29 21:58:09.804,8.92"
"2026-05-29 21:58:10.004,9.24"
"2026-05-29 21:58:10.205,9.41"
"2026-05-29 21:58:10.405,9.65"
"2026-05-29 21:58:10.607,10.0"
"2026-05-29 21:58:10.806,9.9"
"2026-05-29 21:58:11.007,9.59"
"2026-05-29 21:58:11.207,9.97"
"2026-05-29 21:58:11.407,9.54"
"2026-05-29 21:58:11.609,10.0"
"2026-05-29 21:58:11.809,10.0"
"2026-05-29 21:58:12.009,7.93"
"2026-05-29 21:58:12.209,8.36"
"2026-05-29 21:58:12.410,9.23"
"2026-05-29 21:58:12.611,8.98"
"2026-05-29 21:58:12.811,9.97"
"2026-05-29 21:58:13.011,9.09"
"2026-05-29 21:58:13.211,8.37"
"2026-05-29 21:58:13.412,6.9"
"2026-05-29 21:58:13.612,8.91"
"2026-05-29 21:58:13.813,7.72"
"2026-05-29 21:58:14.013,9.78"
"2026-05-29 21:58:14.214,9.13"
"2026-05-29 21:58:14.414,7.13"
"2026-05-29 21:58:14.615,7.56"
"2026-05-29 21:58:14.815,7.35"
"2026-05-29 21:58:15.015,7.2"
"2026-05-29 21:58:15.216,6.72"
"2026-05-29 21:58:15.416,7.29"
"2026-05-29 21:58:15.617,7.86"
"2026-05-29 21:58:15.817,8.11"
"2026-05-29 21:58:16.018,7.99"
"2026-05-29 21:58:16.219,8.62"
"2026-05-29 21:58:16.419,7.64"
"2026-05-29 21:58:16.619,7.9"
"2026-05-29 21:58:16.819,7.96"
"2026-05-29 21:58:17.020,7.88"
"2026-05-29 21:58:17.220,7.91"
"2026-05-29 21:58:17.421,8.03"
"2026-05-29 21:58:17.621,7.8"
"2026-05-29 21:58:17.821,6.83"
"2026-05-29 21:58:18.022,0.0"
"2026-05-29 21:58:18.222,2.11"
"2026-05-29 21:58:18.424,10.0"
"2026-05-29 21:58:18.623,8.42"
"2026-05-29 21:58:18.824,7.48"
"2026-05-29 21:58:19.024,7.23"
"2026-05-29 21:58:19.224,7.05"
"2026-05-29 21:58:19.425,6.88"
"2026-05-29 21:58:19.625,6.22"
"2026-05-29 21:58:19.826,5.5"
"2026-05-29 21:58:20.027,8.24"
"2026-05-29 21:58:20.227,7.15"
"2026-05-29 21:58:20.427,6.92"
"2026-05-29 21:58:20.628,6.83"
"2026-05-29 21:58:20.828,6.87"
"2026-05-29 21:58:21.029,6.85"
"2026-05-29 21:58:21.229,6.85"
"2026-05-29 21:58:21.429,6.82"
"2026-05-29 21:58:21.630,6.82"
"2026-05-29 21:58:21.830,6.75"
"2026-05-29 21:58:22.031,6.74"
"2026-05-29 21:58:22.231,6.78"
"2026-05-29 21:58:22.432,6.93"
"2026-05-29 21:58:22.632,6.88"
"2026-05-29 21:58:22.833,6.88"
"2026-05-29 21:58:23.033,6.75"
"2026-05-29 21:58:23.233,6.76"
"2026-05-29 21:58:23.434,6.78"
"2026-05-29 21:58:23.634,6.68"
"2026-05-29 21:58:23.835,6.47"
"2026-05-29 21:58:24.035,6.46"
"2026-05-29 21:58:24.236,6.36"
"2026-05-29 21:58:24.436,6.26"
"2026-05-29 21:58:24.637,6.14"
"2026-05-29 21:58:24.837,6.13"
"2026-05-29 21:58:25.037,6.1"
"2026-05-29 21:58:25.238,5.92"
"2026-05-29 21:58:25.439,5.87"
"2026-05-29 21:58:25.639,5.96"
"2026-05-29 21:58:25.839,5.93"
"2026-05-29 21:58:26.040,5.92"
"2026-05-29 21:58:26.240,5.85"
"2026-05-29 21:58:26.441,6.01"
"2026-05-29 21:58:26.641,5.98"
"2026-05-29 21:58:26.842,6.01"
"2026-05-29 21:58:27.042,5.14"
"2026-05-29 21:58:27.243,6.04"
"2026-05-29 21:58:27.443,5.88"
"2026-05-29 21:58:27.643,5.89"
"2026-05-29 21:58:27.844,6.02"
"2026-05-29 21:58:28.044,5.95"
"2026-05-29 21:58:28.245,6.07"
"2026-05-29 21:58:28.445,5.97"
"2026-05-29 21:58:28.646,5.97"
"2026-05-29 21:58:28.846,6.0"
"2026-05-29 21:58:29.046,5.46"
"2026-05-29 21:58:29.247,5.7"
"2026-05-29 21:58:29.448,5.96"
"2026-05-29 21:58:29.648,5.95"
"2026-05-29 21:58:29.848,1.9"
"2026-05-29 21:58:30.049,5.53"
"2026-05-29 21:58:30.249,1.91"
"2026-05-29 21:58:30.450,2.84"
"2026-05-29 21:58:30.650,2.91"
"2026-05-29 21:58:30.851,2.93"
"2026-05-29 21:58:31.051,2.08"
"2026-05-29 21:58:31.252,2.81"
"2026-05-29 21:58:31.452,6.43"
"2026-05-29 21:58:31.653,6.71"
"2026-05-29 21:58:31.853,6.7"
"2026-05-29 21:58:32.054,6.74"
"2026-05-29 21:58:32.254,6.69"
"2026-05-29 21:58:32.454,6.74"
"2026-05-29 21:58:32.655,6.86"
"2026-05-29 21:58:32.855,6.86"
"2026-05-29 21:58:33.055,6.93"
"2026-05-29 21:58:33.256,6.94"
"2026-05-29 21:58:33.456,6.92"
"2026-05-29 21:58:33.657,6.9"
"2026-05-29 21:58:33.857,6.88"
"2026-05-29 21:58:34.058,6.89"
"2026-05-29 21:58:34.258,6.76"
"2026-05-29 21:58:34.459,6.93"
"2026-05-29 21:58:34.659,6.86"
"2026-05-29 21:58:34.860,6.84"
"2026-05-29 21:58:35.060,6.33"
"2026-05-29 21:58:35.261,5.68"
"2026-05-29 21:58:35.461,4.89"
"2026-05-29 21:58:35.661,3.74"
"2026-05-29 21:58:35.862,5.0"
"2026-05-29 21:58:36.062,5.24"
"2026-05-29 21:58:36.263,5.12"
"2026-05-29 21:58:36.463,5.34"
"2026-05-29 21:58:36.663,5.23"
"2026-05-29 21:58:36.864,5.03"
"2026-05-29 21:58:37.064,5.89"
"2026-05-29 21:58:37.265,5.93"
"2026-05-29 21:58:37.465,5.85"
"2026-05-29 21:58:37.666,5.89"
"2026-05-29 21:58:37.866,5.73"
"2026-05-29 21:58:38.067,5.85"
"2026-05-29 21:58:38.267,5.85"
"2026-05-29 21:58:38.468,5.68"
"2026-05-29 21:58:38.668,5.71"
"2026-05-29 21:58:38.868,6.28"
"2026-05-29 21:58:39.069,5.42"
"2026-05-29 21:58:39.269,4.74"
"2026-05-29 21:58:39.470,4.87"
"2026-05-29 21:58:39.670,5.06"
"2026-05-29 21:58:39.871,5.1"
"2026-05-29 21:58:40.071,5.11"
"2026-05-29 21:58:40.272,5.73"
"2026-05-29 21:58:40.472,5.52"
"2026-05-29 21:58:40.673,5.27"
"2026-05-29 21:58:40.873,5.1"
"2026-05-29 21:58:41.074,3.87"
"2026-05-29 21:58:41.274,3.71"
"2026-05-29 21:58:41.474,5.26"
"2026-05-29 21:58:41.675,4.85"
"2026-05-29 21:58:41.875,4.87"
"2026-05-29 21:58:42.076,5.0"
"2026-05-29 21:58:42.276,4.84"
"2026-05-29 21:58:42.477,4.91"
"2026-05-29 21:58:42.677,5.03"
"2026-05-29 21:58:42.878,5.43"
"2026-05-29 21:58:43.078,5.54"
"2026-05-29 21:58:43.278,5.52"
"2026-05-29 21:58:43.479,5.15"
"2026-05-29 21:58:43.679,4.99"
"2026-05-29 21:58:43.879,4.88"
"2026-05-29 21:58:44.080,4.86"
"2026-05-29 21:58:44.281,4.99"
"2026-05-29 21:58:44.481,4.92"
"2026-05-29 21:58:44.681,1.89"
"2026-05-29 21:58:44.882,4.41"
"2026-05-29 21:58:45.082,5.98"
"2026-05-29 21:58:45.283,5.7"
"2026-05-29 21:58:45.483,5.91"
"2026-05-29 21:58:45.684,5.89"
"2026-05-29 21:58:45.884,5.81"
"2026-05-29 21:58:46.084,5.77"
"2026-05-29 21:58:46.285,5.67"
"2026-05-29 21:58:46.486,5.67"
"2026-05-29 21:58:46.686,5.58"
"2026-05-29 21:58:46.886,5.5"
"2026-05-29 21:58:47.087,5.51"
"2026-05-29 21:58:47.287,5.42"
"2026-05-29 21:58:47.487,5.28"
"2026-05-29 21:58:47.688,5.24"
"2026-05-29 21:58:47.889,5.24"
"2026-05-29 21:58:48.089,5.26"
"2026-05-29 21:58:48.289,5.25"
"2026-05-29 21:58:48.490,5.25"
"2026-05-29 21:58:48.690,5.35"
"2026-05-29 21:58:48.891,5.37"
"2026-05-29 21:58:49.091,5.45"
"2026-05-29 21:58:49.292,5.39"
"2026-05-29 21:58:49.492,5.13"
"2026-05-29 21:58:49.693,3.94"
"2026-05-29 21:58:49.893,5.53"
"2026-05-29 21:58:50.093,5.44"
"2026-05-29 21:58:50.294,5.79"
"2026-05-29 21:58:50.494,5.66"
"2026-05-29 21:58:50.694,5.79"
"2026-05-29 21:58:50.895,5.6"
"2026-05-29 21:58:51.096,5.51"
"2026-05-29 21:58:51.296,5.5"
"2026-05-29 21:58:51.497,5.4"
"2026-05-29 21:58:51.697,5.33"
"2026-05-29 21:58:51.898,5.25"
"2026-05-29 21:58:52.098,5.2"
"2026-05-29 21:58:52.298,5.15"
"2026-05-29 21:58:52.499,4.89"
"2026-05-29 21:58:52.699,5.01"
"2026-05-29 21:58:52.900,5.11"
"2026-05-29 21:58:53.100,4.57"
"2026-05-29 21:58:53.300,4.97"
"2026-05-29 21:58:53.501,5.05"
"2026-05-29 21:58:53.701,5.03"
"2026-05-29 21:58:53.902,4.76"
"2026-05-29 21:58:54.102,4.87"
"2026-05-29 21:58:54.303,5.12"
"2026-05-29 21:58:54.503,5.21"
"2026-05-29 21:58:54.704,5.21"
"2026-05-29 21:58:54.904,5.42"
"2026-05-29 21:58:55.104,5.34"
"2026-05-29 21:58:55.305,5.44"
"2026-05-29 21:58:55.506,3.39"
"2026-05-29 21:58:55.706,1.1"
"2026-05-29 21:58:55.906,1.44"
"2026-05-29 21:58:56.107,0.01"
"2026-05-29 21:58:56.307,0.16"
"2026-05-29 21:58:56.508,0.25"
"2026-05-29 21:58:56.708,0.0"
"2026-05-29 21:58:56.908,0.0"
"2026-05-29 21:58:57.109,1.17"
"2026-05-29 21:58:57.309,7.07"
"2026-05-29 21:58:57.510,7.68"
"2026-05-29 21:58:57.710,3.29"
"2026-05-29 21:58:57.911,2.04"
"2026-05-29 21:58:58.111,7.86"
"2026-05-29 21:58:58.312,8.01"
"2026-05-29 21:58:58.512,1.4"
"2026-05-29 21:58:58.713,9.75"
"2026-05-29 21:58:58.913,2.84"
"2026-05-29 21:58:59.113,8.67"
"2026-05-29 21:58:59.316,3.27"
"2026-05-29 21:58:59.514,9.34"
"2026-05-29 21:58:59.716,10.0"
"2026-05-29 21:58:59.915,6.87"
"2026-05-29 21:59:00.116,9.93"
"2026-05-29 21:59:00.316,9.98"
"2026-05-29 21:59:00.517,9.95"
"2026-05-29 21:59:00.717,9.84"
"2026-05-29 21:59:00.917,9.63"
"2026-05-29 21:59:01.118,9.39"
"2026-05-29 21:59:01.318,9.25"
"2026-05-29 21:59:01.519,9.03"
"2026-05-29 21:59:01.720,8.88"
"2026-05-29 21:59:01.920,8.7"
"2026-05-29 21:59:02.120,8.63"
"2026-05-29 21:59:02.321,8.51"
"2026-05-29 21:59:02.521,8.39"
"2026-05-29 21:59:02.721,8.29"
"2026-05-29 21:59:02.922,8.31"
"2026-05-29 21:59:03.122,8.2"
"2026-05-29 21:59:03.323,8.3"
"2026-05-29 21:59:03.523,8.27"
"2026-05-29 21:59:03.724,8.25"
"2026-05-29 21:59:03.924,8.31"
"2026-05-29 21:59:04.124,8.26"
"2026-05-29 21:59:04.325,8.3"
"2026-05-29 21:59:04.525,8.33"
"2026-05-29 21:59:04.726,8.42"
"2026-05-29 21:59:04.926,8.31"
"2026-05-29 21:59:05.127,8.3"
"2026-05-29 21:59:05.327,8.28"
"2026-05-29 21:59:05.528,8.11"
"2026-05-29 21:59:05.728,8.14"
"2026-05-29 21:59:05.929,8.11"
"2026-05-29 21:59:06.129,7.93"
"2026-05-29 21:59:06.329,7.9"
"2026-05-29 21:59:06.530,7.9"
"2026-05-29 21:59:06.730,7.65"
"2026-05-29 21:59:06.931,9.13"
"2026-05-29 21:59:07.131,7.16"
"2026-05-29 21:59:07.332,7.98"
"2026-05-29 21:59:07.532,7.95"
"2026-05-29 21:59:07.732,8.0"
"2026-05-29 21:59:07.933,7.24"
"2026-05-29 21:59:08.133,7.16"
"2026-05-29 21:59:08.334,7.48"
"2026-05-29 21:59:08.534,7.4"
"2026-05-29 21:59:08.735,6.59"
"2026-05-29 21:59:08.935,7.07"
"2026-05-29 21:59:09.135,7.32"
"2026-05-29 21:59:09.336,7.42"
"2026-05-29 21:59:09.537,7.59"
"2026-05-29 21:59:09.737,7.61"
"2026-05-29 21:59:09.938,7.64"
"2026-05-29 21:59:10.138,7.61"
"2026-05-29 21:59:10.338,7.57"
"2026-05-29 21:59:10.539,7.55"
"2026-05-29 21:59:10.739,7.66"
"2026-05-29 21:59:10.939,7.89"
"2026-05-29 21:59:11.140,7.88"
"2026-05-29 21:59:11.340,7.71"
